130 0.280000 77274 
140 0.280000 67538 
150 0.280000 45166 
160 0.280000 71980 
170 0.280000 57320 
180 0.280000 3348 
190 0.280000 200494 
200 0.280000 7608 
10 0.300000 3186 
20 0.300000 10522 
30 0.300000 7652 
40 0.300000 3966 
50 0.300000 14056 
60 0.300000 10238 
70 0.300000 15444 
80 0.300000 822 
90 0.300000 96576 
100 0.300000 59390 
110 0.300000 2952 
120 0.300000 23180 
130 0.300000 32342 
140 0.300000 3344 
150 0.300000 2740 
160 0.300000 65916 
170 0.300000 213350 
180 0.300000 461196 
190 0.300000 119998 
200 0.300000 2978 
10 0.320000 1964 
20 0.320000 11198 
30 0.320000 6188 
40 0.320000 8970 
50 0.320000 18304 
60 0.320000 5080 
70 0.320000 78394 
80 0.320000 24566 
90 0.320000 55472 
100 0.320000 19962 
110 0.320000 74282 
120 0.320000 2770 
130 0.320000 4778 
140 0.320000 69790 
150 0.320000 1394 
160 0.320000 122444 
170 0.320000 16348 
180 0.320000 68074 
190 0.320000 7288 
200 0.320000 355770 
10 0.340000 4194 
20 0.340000 5952 
30 0.340000 19130 
40 0.340000 6520 
50 0.340000 16728 
60 0.340000 28124 
70 0.340000 37292 
80 0.340000 5844 
90 0.340000 62298 
100 0.340000 1536 
110 0.340000 37040 
120 0.340000 74660 
130 0.340000 28880 
140 0.340000 39728 
150 0.340000 63134 
160 0.340000 6410 
170 0.340000 63034 
180 0.340000 203364 
190 0.340000 155422 
200 0.340000 144988 
10 0.360000 196 
20 0.360000 8830 
30 0.360000 7012 
40 0.360000 5060 
50 0.360000 4584 
60 0.360000 28774 
70 0.360000 38992 
80 0.360000 20918 
90 0.360000 8644 
100 0.360000 18680 
110 0.360000 67672 
120 0.360000 12568 
130 0.360000 6830 
140 0.360000 18166 
150 0.360000 19064 
160 0.360000 68076 
170 0.360000 8124 
180 0.360000 42622 
190 0.360000 3062 
200 0.360000 74824 
10 0.380000 4778 
20 0.380000 3840 
30 0.380000 9680 
40 0.380000 10448 
50 0.380000 18964 
60 0.380000 23400 
70 0.380000 4506 
80 0.380000 73458 
90 0.380000 43180 
100 0.380000 5330 
110 0.380000 63110 
120 0.380000 19878 
130 0.380000 29412 
140 0.380000 5692 
150 0.380000 6048 
160 0.380000 2274 
170 0.380000 3848 
180 0.380000 7556 
190 0.380000 8294 
200 0.380000 130906 
10 0.400000 4254 
20 0.400000 10184 
30 0.400000 7116 
40 0.400000 8622 
50 0.400000 4886 
60 0.400000 15444 
70 0.400000 80424 
80 0.400000 53790 
90 0.400000 34522 
100 0.400000 64066 
110 0.400000 22908 
120 0.400000 6700 
130 0.400000 3134 
140 0.400000 2590 
150 0.400000 2330 
160 0.400000 2448 
170 0.400000 6612 
180 0.400000 5182 
190 0.400000 2164 
200 0.400000 238262 
10 0.420000 2802 
20 0.420000 7382 
30 0.420000 13620 
40 0.420000 10702 
50 0.420000 3192 
60 0.420000 16770 
70 0.420000 9294 
80 0.420000 636 
90 0.420000 37974 
100 0.420000 28988 
110 0.420000 33934 
120 0.420000 4952 
130 0.420000 20580 
140 0.420000 39580 
150 0.420000 116788 
160 0.420000 71148 
170 0.420000 10650 
180 0.420000 304952 
190 0.420000 616 
200 0.420000 197390 
10 0.440000 4882 
20 0.440000 2922 
30 0.440000 4726 
40 0.440000 6444 
50 0.440000 38302 
60 0.440000 28174 
70 0.440000 30352 
80 0.440000 2956 
90 0.440000 25406 
100 0.440000 2276 
110 0.440000 12280 
120 0.440000 31798 
130 0.440000 7006 
140 0.440000 8498 
150 0.440000 86628 
160 0.440000 2738 
170 0.440000 108268 
180 0.440000 1326 
190 0.440000 182502 
200 0.440000 306140 
10 0.460000 2486 
20 0.460000 13420 
30 0.460000 9348 
40 0.460000 25068 
50 0.460000 13772 
60 0.460000 5228 
70 0.460000 4204 
80 0.460000 2164 
90 0.460000 32984 
100 0.460000 6890 
110 0.460000 56868 
120 0.460000 39494 
130 0.460000 75142 
140 0.460000 42184 
150 0.460000 7034 
160 0.460000 27998 
170 0.460000 7386 
180 0.460000 30356 
190 0.460000 19592 
200 0.460000 295920 
10 0.480000 926 
20 0.480000 3878 
30 0.480000 6620 
40 0.480000 9294 
50 0.480000 32786 
60 0.480000 14312 
70 0.480000 12784 
80 0.480000 2040 
90 0.480000 7840 
100 0.480000 38116 
110 0.480000 714 
120 0.480000 47086 
130 0.480000 2756 
140 0.480000 49812 
150 0.480000 100710 
160 0.480000 47516 
170 0.480000 244256 
180 0.480000 4916 
190 0.480000 19554 
200 0.480000 8670 
10 0.500000 1324 
20 0.500000 11102 
30 0.500000 19956 
40 0.500000 11440 
50 0.500000 18466 
60 0.500000 9178 
70 0.500000 18336 
80 0.500000 10898 
90 0.500000 1644 
100 0.500000 37228 
110 0.500000 17176 
120 0.500000 28324 
130 0.500000 1436 
140 0.500000 35414 
150 0.500000 6198 
160 0.500000 5894 
170 0.500000 67808 
180 0.500000 1560 
190 0.500000 1694 
200 0.500000 137088 
10 0.520000 4506 
20 0.520000 4410 
30 0.520000 9774 
40 0.520000 2574 
50 0.520000 27300 
60 0.520000 22408 
70 0.520000 31972 
80 0.520000 8354 
90 0.520000 14646 
100 0.520000 11464 
110 0.520000 3588 
120 0.520000 1884 
130 0.520000 22112 
140 0.520000 160848 
150 0.520000 1456 
160 0.520000 992 
170 0.520000 1204 
180 0.520000 16436 
190 0.520000 7592 
200 0.520000 33788 
10 0.540000 4914 
20 0.540000 17682 
30 0.540000 3454 
40 0.540000 1682 
50 0.540000 23262 
60 0.540000 19092 
70 0.540000 15042 
80 0.540000 89170 
90 0.540000 76910 
100 0.540000 14344 
110 0.540000 36036 
120 0.540000 61122 
130 0.540000 61284 
140 0.540000 8074 
150 0.540000 3004 
160 0.540000 287176 
170 0.540000 160146 
180 0.540000 1858 
190 0.540000 5474 
200 0.540000 66638 
10 0.560000 2228 
20 0.560000 9626 
30 0.560000 15080 
40 0.560000 2294 
50 0.560000 1694 
60 0.560000 2822 
70 0.560000 17886 
80 0.560000 3042 
90 0.560000 7520 
100 0.560000 1060 
110 0.560000 148894 
120 0.560000 1988 
130 0.560000 370 
140 0.560000 17414 
150 0.560000 21798 
160 0.560000 91996 
170 0.560000 18562 
180 0.560000 12012 
190 0.560000 21636 
200 0.560000 147466 
10 0.580000 5894 
20 0.580000 13008 
30 0.580000 5882 
40 0.580000 13182 
50 0.580000 3020 
60 0.580000 37642 
70 0.580000 29118 
80 0.580000 454 
90 0.580000 9356 
100 0.580000 53040 
110 0.580000 25278 
120 0.580000 16426 
130 0.580000 45364 
140 0.580000 15782 
150 0.580000 12666 
160 0.580000 255232 
170 0.580000 9534 
180 0.580000 40460 
190 0.580000 9298 
200 0.580000 181898 
10 0.600000 6982 
20 0.600000 2074 
30 0.600000 6196 
40 0.600000 10608 
50 0.600000 16166 
60 0.600000 41138 
70 0.600000 16388 
80 0.600000 4516 
90 0.600000 37164 
100 0.600000 2130 
110 0.600000 13370 
120 0.600000 4506 
130 0.600000 26026 
140 0.600000 29822 
150 0.600000 65822 
160 0.600000 178948 
170 0.600000 3160 
180 0.600000 73032 
190 0.600000 34534 
200 0.600000 9358 
10 0.620000 7180 
20 0.620000 14764 
30 0.620000 16410 
40 0.620000 3848 
50 0.620000 10012 
60 0.620000 7008 
70 0.620000 92182 
80 0.620000 44986 
90 0.620000 33898 
100 0.620000 29084 
110 0.620000 97508 
120 0.620000 19348 
130 0.620000 40764 
140 0.620000 74558 
150 0.620000 232640 
160 0.620000 7656 
170 0.620000 8422 
180 0.620000 233604 
190 0.620000 5080 
200 0.620000 171228 
10 0.640000 7530 
20 0.640000 6422 
30 0.640000 16152 
40 0.640000 22050 
50 0.640000 7588 
60 0.640000 3214 
70 0.640000 33490 
80 0.640000 114288 
90 0.640000 35148 
100 0.640000 5330 
110 0.640000 9022 
120 0.640000 2822 
130 0.640000 115276 
140 0.640000 124668 
150 0.640000 154426 
160 0.640000 17568 
170 0.640000 6440 
180 0.640000 6834 
190 0.640000 64950 
200 0.640000 122628 
10 0.660000 8994 
20 0.660000 10404 
30 0.660000 18146 
40 0.660000 20862 
50 0.660000 47578 
60 0.660000 4516 
70 0.660000 80574 
80 0.660000 122232 
90 0.660000 80100 
100 0.660000 5368 
110 0.660000 17080 
120 0.660000 126246 
130 0.660000 44106 
140 0.660000 12004 
150 0.660000 120628 
160 0.660000 73918 
170 0.660000 68526 
180 0.660000 102996 
190 0.660000 382642 
200 0.660000 5180 
10 0.680000 856 
20 0.680000 36174 
30 0.680000 49148 
40 0.680000 27840 
50 0.680000 47134 
60 0.680000 3798 
70 0.680000 124536 
80 0.680000 171684 
90 0.680000 57696 
100 0.680000 65706 
110 0.680000 70644 
120 0.680000 14256 
130 0.680000 142212 
140 0.680000 35480 
150 0.680000 35452 
160 0.680000 32830 
170 0.680000 135220 
180 0.680000 286552 
190 0.680000 11294 
200 0.680000 230274 
10 0.700000 13462 
20 0.700000 18746 
30 0.700000 19462 
40 0.700000 13358 
50 0.700000 72986 
60 0.700000 5998 
70 0.700000 5862 
80 0.700000 3804 
90 0.700000 97700 
100 0.700000 39384 
110 0.700000 13668 
120 0.700000 312168 
130 0.700000 334214 
140 0.700000 268962 
150 0.700000 7244 
160 0.700000 164272 
170 0.700000 26354 
180 0.700000 29340 
190 0.700000 5880 
200 0.700000 216334 
10 0.720000 12106 
20 0.720000 11284 
30 0.720000 41752 
40 0.720000 34648 
50 0.720000 5560 
60 0.720000 48100 
70 0.720000 93250 
80 0.720000 194810 
90 0.720000 3052 
100 0.720000 11264 
110 0.720000 272916 
120 0.720000 25096 
130 0.720000 258144 
140 0.720000 34314 
150 0.720000 28650 
160 0.720000 23936 
170 0.720000 45052 
180 0.720000 139378 
190 0.720000 5292 
200 0.720000 35258 
10 0.740000 10734 
20 0.740000 24462 
30 0.740000 42376 
40 0.740000 34700 
50 0.740000 71692 
60 0.740000 54646 
70 0.740000 50770 
80 0.740000 5612 
90 0.740000 33708 
100 0.740000 26312 
110 0.740000 11736 
120 0.740000 34694 
130 0.740000 40160 
140 0.740000 6910 
150 0.740000 243862 
160 0.740000 404298 
170 0.740000 38200 
180 0.740000 417328 
190 0.740000 31098 
200 0.740000 163782 
10 0.760000 9104 
20 0.760000 20056 
30 0.760000 79376 
40 0.760000 12330 
50 0.760000 57910 
60 0.760000 4846 
70 0.760000 4836 
80 0.760000 21750 
90 0.760000 155790 
100 0.760000 159102 
110 0.760000 325876 
120 0.760000 451898 
130 0.760000 37344 
140 0.760000 21754 
150 0.760000 21446 
160 0.760000 11490 
170 0.760000 48568 
180 0.760000 357010 
190 0.760000 25518 
200 0.760000 43274 
10 0.780000 11184 
20 0.780000 22952 
30 0.780000 70424 
40 0.780000 62698 
50 0.780000 66412 
60 0.780000 192612 
70 0.780000 135922 
80 0.780000 19538 
90 0.780000 163206 
100 0.780000 138638 
110 0.780000 12266 
120 0.780000 30358 
130 0.780000 120736 
140 0.780000 219288 
150 0.780000 16318 
160 0.780000 26712 
170 0.780000 47988 
180 0.780000 292298 
190 0.780000 38384 
200 0.780000 439076 
10 0.800000 24314 
20 0.800000 30366 
30 0.800000 8596 
40 0.800000 1894 
50 0.800000 80952 
60 0.800000 105542 
70 0.800000 108598 
80 0.800000 110450 
90 0.800000 355290 
100 0.800000 57760 
110 0.800000 43312 
120 0.800000 10274 
130 0.800000 247244 
140 0.800000 39690 
150 0.800000 207460 
160 0.800000 381194 
170 0.800000 7846 
180 0.800000 106164 
190 0.800000 173318 
200 0.800000 2391724 
10 0.820000 31970 
20 0.820000 53780 
30 0.820000 54938 
40 0.820000 29634 
50 0.820000 326336 
60 0.820000 47162 
70 0.820000 217266 
80 0.820000 26022 
90 0.820000 116618 
100 0.820000 560624 
110 0.820000 114886 
120 0.820000 320712 
130 0.820000 84070 
140 0.820000 166972 
150 0.820000 1123616 
160 0.820000 72124 
170 0.820000 569606 
180 0.820000 147698 
190 0.820000 56574 
200 0.820000 10746 
10 0.840000 10102 
20 0.840000 62712 
30 0.840000 38868 
40 0.840000 67874 
50 0.840000 91054 
60 0.840000 289886 
70 0.840000 150326 
80 0.840000 12556 
90 0.840000 20992 
100 0.840000 70364 
110 0.840000 115738 
120 0.840000 32352 
130 0.840000 63696 
140 0.840000 730122 
150 0.840000 408790 
160 0.840000 52188 
170 0.840000 331524 
180 0.840000 436770 
190 0.840000 221092 
200 0.840000 674612 
1
