3 0.020000 555 
6 0.020000 2311 
9 0.020000 2376 
12 0.020000 4546 
15 0.020000 5355 
18 0.020000 3833 
21 0.020000 4029 
24 0.020000 3162 
27 0.020000 10202 
30 0.020000 31345 
33 0.020000 12972 
36 0.020000 15277 
39 0.020000 6143 
42 0.020000 33726 
45 0.020000 13095 
48 0.020000 3911 
51 0.020000 6603 
54 0.020000 33845 
57 0.020000 3760 
3 0.040000 323 
6 0.040000 1241 
9 0.040000 2971 
12 0.040000 1825 
15 0.040000 5028 
18 0.040000 2783 
21 0.040000 3480 
24 0.040000 7695 
27 0.040000 1809 
30 0.040000 5948 
33 0.040000 4746 
36 0.040000 3372 
39 0.040000 9827 
42 0.040000 16120 
45 0.040000 15319 
48 0.040000 16691 
51 0.040000 9847 
54 0.040000 2691 
57 0.040000 4717 
3 0.060000 252 
6 0.060000 549 
9 0.060000 1178 
12 0.060000 1613 
15 0.060000 1269 
18 0.060000 1026 
21 0.060000 2806 
24 0.060000 5554 
27 0.060000 1632 
30 0.060000 2096 
33 0.060000 3951 
36 0.060000 8765 
39 0.060000 10648 
42 0.060000 26624 
45 0.060000 2742 
48 0.060000 7877 
51 0.060000 2604 
54 0.060000 3368 
57 0.060000 12238 
3 0.080000 267 
6 0.080000 459 
9 0.080000 2268 
12 0.080000 1674 
15 0.080000 1167 
18 0.080000 1290 
21 0.080000 3517 
24 0.080000 1385 
27 0.080000 3455 
30 0.080000 6428 
33 0.080000 966 
36 0.080000 13568 
39 0.080000 3518 
42 0.080000 1025 
45 0.080000 1656 
48 0.080000 4130 
51 0.080000 8979 
54 0.080000 6846 
57 0.080000 6593 
3 0.100000 153 
6 0.100000 427 
9 0.100000 643 
12 0.100000 826 
15 0.100000 559 
18 0.100000 1409 
21 0.100000 2108 
24 0.100000 1547 
27 0.100000 3096 
30 0.100000 2855 
33 0.100000 2941 
36 0.100000 4065 
39 0.100000 7041 
42 0.100000 12297 
45 0.100000 2470 
48 0.100000 4342 
51 0.100000 3721 
54 0.100000 3316 
57 0.100000 4186 
3 0.120000 222 
6 0.120000 551 
9 0.120000 674 
12 0.120000 740 
15 0.120000 2094 
18 0.120000 1080 
21 0.120000 1148 
24 0.120000 1388 
27 0.120000 3952 
30 0.120000 843 
33 0.120000 1519 
36 0.120000 1139 
39 0.120000 326 
42 0.120000 4447 
45 0.120000 8729 
48 0.120000 823 
51 0.120000 3730 
54 0.120000 7326 
57 0.120000 15184 
3 0.140000 139 
6 0.140000 690 
9 0.140000 1070 
12 0.140000 905 
15 0.140000 1431 
18 0.140000 1440 
21 0.140000 1931 
24 0.140000 3481 
27 0.140000 1273 
30 0.140000 3133 
33 0.140000 818 
36 0.140000 2008 
